0.4,18.0,8308,0.1,1.1,6.2
0.6,27.0,8301,1.2,10.1,37.4
0.8,36.0,8293,2.2,19.1,52.9
1.0,45.0,8286,3.2,28.0,62.2
1.2,54.0,8279,4.3,36.9,68.4
1.4,63.0,8271,5.3,45.8,72.8
1.6,72.0,8264,6.3,54.7,76.0
1.8,81.0,8256,7.4,63.6,78.5
2.0,90.0,8249,8.4,72.5,80.5
2.2,99.0,8242,9.4,81.3,82.1
2.4,108.0,8234,10.5,90.2,83.5
2.6,117.0,8227,11.5,99.0,84.6
2.8,126.0,8219,12.5,107.8,85.5
3.0,135.0,8212,13.6,116.5,86.3
3.2,144.0,8205,14.6,125.3,87.0
3.4,153.0,8197,15.6,134.1,87.6
3.6,162.0,8190,16.7,142.8,88.1
3.8,171.0,8182,17.7,151.5,88.6
4.0,180.0,8175,18.7,160.2,89.0
4.2,189.0,8168,19.7,168.9,89.4
4.4,198.0,8160,20.8,177.6,89.7
4.6,207.0,8153,21.8,186.2,90.0
4.8,216.0,8145,22.8,194.9,90.2
5.0,225.0,8138,23.9,203.5,90.4
5.2,234.0,8131,24.9,212.1,90.6
5.4,243.0,8123,25.9,220.7,90.8
5.6,252.0,8116,27.0,229.3,91.0
5.8,261.0,8108,28.0,237.8,91.1
6.0,270.0,8101,29.0,246.4,91.2
6.2,279.0,8094,30.1,254.9,91.4
6.4,288.0,8086,31.1,263.4,91.5
6.6,297.0,8079,32.1,271.9,91.6
6.8,306.0,8071,33.2,280.4,91.6
7.0,315.0,8064,34.2,288.8,91.7
7.2,324.0,8057,35.2,297.3,91.8
7.4,333.0,8049,36.3,305.7,91.8
7.6,342.0,8042,37.3,314.1,91.9
7.8,351.0,8034,38.3,322.5,91.9
8.0,360.0,8027,39.4,330.9,91.9
8.2,369.0,8020,40.4,339.3,91.9
8.4,378.0,8012,41.4,347.6,92.0
8.6,387.0,8005,42.5,356.0,92.0
8.8,396.0,7997,43.5,364.3,92.0
9.0,405.0,7990,44.5,372.6,92.0
9.2,414.0,7983,45.6,380.9,92.0
9.4,423.0,7975,46.6,389.2,92.0
9.6,432.0,7968,47.6,397.4,92.0
9.8,441.0,7960,48.7,405.7,92.0
10.0,450.0,7953,49.7,413.9,92.0
10.2,459.0,7946,50.7,422.1,92.0
10.4,468.0,7938,51.8,430.3,91.9
10.6,477.0,7931,52.8,438.4,91.9
10.8,486.0,7923,53.8,446.6,91.9
11.0,495.0,7916,54.9,454.7,91.9
11.2,504.0,7909,55.9,462.9,91.8
11.4,513.0,7901,56.9,471.0,91.8
11.6,522.0,7894,58.0,479.1,91.8
11.8,531.0,7886,59.0,487.2,91.7
12.0,540.0,7879,60.0,495.2,91.7
