0.4,14.0,6459,0.4,2.8,20.0
0.6,21.0,6451,1.4,9.8,46.5
0.8,28.0,6444,2.5,16.7,59.7
1.0,35.0,6436,3.5,23.7,67.6
1.2,42.0,6429,4.5,30.6,72.8
1.4,49.0,6422,5.6,37.5,76.5
1.6,56.0,6414,6.6,44.4,79.3
1.8,63.0,6407,7.6,51.3,81.4
2.0,70.0,6399,8.7,58.1,83.0
2.2,77.0,6392,9.7,65.0,84.4
2.4,84.0,6385,10.7,71.8,85.5
2.6,91.0,6377,11.8,78.6,86.4
2.8,98.0,6370,12.8,85.4,87.2
3.0,105.0,6362,13.8,92.2,87.8
3.2,112.0,6355,14.9,99.0,88.4
3.4,119.0,6348,15.9,105.7,88.8
3.6,126.0,6340,16.9,112.4,89.2
3.8,133.0,6333,18.0,119.2,89.6
4.0,140.0,6325,19.0,125.9,89.9
4.2,147.0,6318,20.0,132.5,90.2
4.4,154.0,6311,21.1,139.2,90.4
4.6,161.0,6303,22.1,145.9,90.6
4.8,168.0,6296,23.1,152.5,90.8
5.0,175.0,6288,24.2,159.1,90.9
5.2,182.0,6281,25.2,165.7,91.1
5.4,189.0,6274,26.2,172.3,91.2
5.6,196.0,6266,27.3,178.9,91.3
5.8,203.0,6259,28.3,185.4,91.4
6.0,210.0,6251,29.3,192.0,91.4
6.2,217.0,6244,30.4,198.5,91.5
6.4,224.0,6237,31.4,205.0,91.5
6.6,231.0,6229,32.4,211.5,91.6
6.8,238.0,6222,33.5,218.0,91.6
7.0,245.0,6214,34.5,224.5,91.6
7.2,252.0,6207,35.5,230.9,91.6
7.4,259.0,6200,36.6,237.3,91.6
7.6,266.0,6192,37.6,243.7,91.6
7.8,273.0,6185,38.6,250.1,91.6
8.0,280.0,6177,39.7,256.5,91.6
8.2,287.0,6170,40.7,262.9,91.6
8.4,294.0,6163,41.7,269.2,91.6
8.6,301.0,6155,42.8,275.6,91.5
8.8,308.0,6148,43.8,281.9,91.5
9.0,315.0,6140,44.8,288.2,91.5
