0.4,14.5,6699,0.4,2.6,18.1
0.6,21.8,6692,1.4,9.9,45.3
0.8,29,6684,2.4,17.1,58.8
1,36.3,6677,3.5,24.3,66.9
1.2,43.6,6669,4.5,31.5,72.2
1.4,50.8,6662,5.5,38.6,76
1.6,58.1,6655,6.6,45.8,78.8
1.8,65.3,6647,7.6,52.9,81
2,72.6,6640,8.6,60,82.7
2.2,79.9,6632,9.7,67.2,84.1
2.4,87.1,6625,10.7,74.2,85.2
2.6,94.4,6618,11.7,81.3,86.2
2.8,101.6,6610,12.8,88.4,86.9
3,108.9,6603,13.8,95.4,87.6
3.2,116.2,6595,14.8,102.4,88.2
3.4,123.4,6588,15.9,109.4,88.7
3.6,130.7,6581,16.9,116.4,89.1
3.8,137.9,6573,17.9,123.4,89.5
4,145.2,6566,19,130.4,89.8
4.2,152.5,6558,20,137.3,90.1
4.4,159.7,6551,21,144.3,90.3
4.6,167,6544,22.1,151.2,90.5
4.8,174.2,6536,23.1,158.1,90.7
5,181.5,6529,24.1,164.9,90.9
5.2,188.8,6521,25.2,171.8,91
5.4,196,6514,26.2,178.7,91.1
5.6,203.3,6507,27.2,185.5,91.2
5.8,210.5,6499,28.3,192.3,91.3
6,217.8,6492,29.3,199.1,91.4
6.2,225.1,6484,30.3,205.9,91.5
6.4,232.3,6477,31.4,212.7,91.5
6.6,239.6,6470,32.4,219.4,91.6
6.8,246.8,6462,33.4,226.2,91.6
7,254.1,6455,34.5,232.9,91.6
7.2,261.4,6447,35.5,239.6,91.7
7.4,268.6,6440,36.5,246.3,91.7
7.6,275.9,6433,37.5,252.9,91.7
7.8,283.1,6425,38.6,259.6,91.7
8,290.4,6418,39.6,266.2,91.7
8.2,297.7,6410,40.6,272.9,91.7
8.4,304.9,6403,41.7,279.5,91.7
8.6,312.2,6396,42.7,286.1,91.6
8.8,319.4,6388,43.7,292.6,91.6
9,326.7,6381,44.8,299.2,91.6
