0.6,30.0,9225,1.0,9.9,33.1
0.8,40.0,9218,2.1,19.9,49.7
1.0,50.0,9211,3.1,29.8,59.7
1.2,60.0,9203,4.1,39.8,66.3
1.4,70.0,9196,5.2,49.7,71.0
1.6,80.0,9188,6.2,59.6,74.5
1.8,90.0,9181,7.2,69.5,77.2
2.0,100.0,9174,8.3,79.3,79.3
2.2,110.0,9166,9.3,89.2,81.1
2.4,120.0,9159,10.3,99.0,82.5
2.6,130.0,9151,11.4,108.8,83.7
2.8,140.0,9144,12.4,118.6,84.7
3.0,150.0,9137,13.4,128.4,85.6
3.2,160.0,9129,14.5,138.2,86.4
3.4,170.0,9122,15.5,147.9,87.0
3.6,180.0,9114,16.5,157.7,87.6
3.8,190.0,9107,17.6,167.4,88.1
4.0,200.0,9100,18.6,177.1,88.5
4.2,210.0,9092,19.6,186.8,88.9
4.4,220.0,9085,20.6,196.4,89.3
4.6,230.0,9077,21.7,206.1,89.6
4.8,240.0,9070,22.7,215.7,89.9
5.0,250.0,9063,23.7,225.4,90.1
5.2,260.0,9055,24.8,235.0,90.4
5.4,270.0,9048,25.8,244.6,90.6
5.6,280.0,9041,26.8,254.1,90.8
5.8,290.0,9033,27.9,263.7,90.9
6.0,300.0,9026,28.9,273.2,91.1
6.2,310.0,9018,29.9,282.8,91.2
6.4,320.0,9011,31.0,292.3,91.3
6.6,330.0,9004,32.0,301.8,91.4
6.8,340.0,8996,33.0,311.3,91.5
7.0,350.0,8989,34.1,320.7,91.6
7.2,360.0,8981,35.1,330.2,91.7
7.4,370.0,8974,36.1,339.6,91.8
7.6,380.0,8967,37.2,349.0,91.8
7.8,390.0,8959,38.2,358.4,91.9
8.0,400.0,8952,39.2,367.8,91.9
8.2,410.0,8944,40.3,377.2,92.0
8.4,420.0,8937,41.3,386.5,92.0
8.6,430.0,8930,42.3,395.9,92.1
8.8,440.0,8922,43.4,405.2,92.1
9.0,450.0,8915,44.4,414.5,92.1
9.2,460.0,8907,45.4,423.8,92.1
9.4,470.0,8900,46.5,433.0,92.1
9.6,480.0,8893,47.5,442.3,92.1
9.8,490.0,8885,48.5,451.5,92.2
10.0,500.0,8878,49.6,460.8,92.2
10.2,510.0,8870,50.6,470.0,92.2
10.4,520.0,8863,51.6,479.2,92.1
10.6,530.0,8856,52.7,488.3,92.1
10.8,540.0,8848,53.7,497.5,92.1
11.0,550.0,8841,54.7,506.6,92.1
11.2,560.0,8833,55.8,515.8,92.1
11.4,570.0,8826,56.8,524.9,92.1
11.6,580.0,8819,57.8,534.0,92.1
11.8,590.0,8811,58.9,543.1,92.0
12.0,600.0,8804,59.9,552.1,92.0
12.2,610.0,8796,60.9,561.2,92.0
12.4,620.0,8789,62.0,570.2,92.0
12.6,630.0,8782,63.0,579.2,91.9
12.8,640.0,8774,64.0,588.2,91.9
13.0,650.0,8767,65.1,597.2,91.9
