0.4,10.0,4609,0.7,3.5,35.2
0.6,15.0,4602,1.8,8.5,56.6
0.8,20.0,4594,2.8,13.4,67.2
1.0,25.0,4587,3.8,18.4,73.5
1.2,30.0,4579,4.9,23.3,77.7
1.4,35.0,4572,5.9,28.2,80.6
1.6,40.0,4565,6.9,33.1,82.8
1.8,45.0,4557,8.0,38.0,84.4
2.0,50.0,4550,9.0,42.8,85.7
2.2,55.0,4542,10.0,47.7,86.7
2.4,60.0,4535,11.1,52.5,87.5
2.6,65.0,4528,12.1,57.3,88.2
2.8,70.0,4520,13.1,62.1,88.7
3.0,75.0,4513,14.2,66.9,89.2
3.2,80.0,4505,15.2,71.7,89.6
3.4,85.0,4498,16.2,76.4,89.9
3.6,90.0,4491,17.3,81.1,90.1
3.8,95.0,4483,18.3,85.8,90.4
4.0,100.0,4476,19.3,90.5,90.5
4.2,105.0,4468,20.3,95.2,90.7
4.4,110.0,4461,21.4,99.9,90.8
4.6,115.0,4454,22.4,104.5,90.9
4.8,120.0,4446,23.4,109.2,91.0
5.0,125.0,4439,24.5,113.8,91.0
5.2,130.0,4431,25.5,118.4,91.1
5.4,135.0,4424,26.5,123.0,91.1
5.6,140.0,4417,27.6,127.6,91.1
5.8,145.0,4409,28.6,132.1,91.1
6.0,150.0,4402,29.6,136.6,91.1
6.2,155.0,4394,30.7,141.2,91.1
6.4,160.0,4387,31.7,145.7,91.0
6.6,165.0,4380,32.7,150.2,91.0
6.8,170.0,4372,33.8,154.6,91.0
7.0,175.0,4365,34.8,159.1,90.9
