0.4,10.3,4757,0.7,3.5,33.9
0.6,15.5,4750,1.7,8.6,55.8
0.8,20.6,4742,2.8,13.7,66.6
1,25.8,4735,3.8,18.8,73
1.2,31,4727,4.8,23.9,77.3
1.4,36.1,4720,5.9,29,80.3
1.6,41.3,4713,6.9,34,82.5
1.8,46.4,4705,7.9,39.1,84.2
2,51.6,4698,9,44.1,85.5
2.2,56.8,4690,10,49.1,86.5
2.4,61.9,4683,11,54.1,87.4
2.6,67.1,4676,12.1,59.1,88
2.8,72.2,4668,13.1,64,88.6
3,77.4,4661,14.1,69,89.1
3.2,82.6,4653,15.2,73.9,89.5
3.4,87.7,4646,16.2,78.8,89.8
3.6,92.9,4639,17.2,83.7,90.1
3.8,98,4631,18.3,88.5,90.3
4,103.2,4624,19.3,93.4,90.5
4.2,108.4,4616,20.3,98.2,90.7
4.4,113.5,4609,21.4,103.1,90.8
4.6,118.7,4602,22.4,107.9,90.9
4.8,123.8,4594,23.4,112.7,91
5,129,4587,24.5,117.5,91.1
5.2,134.2,4579,25.5,122.2,91.1
5.4,139.3,4572,26.5,127,91.1
5.6,144.5,4565,27.6,131.7,91.2
5.8,149.6,4557,28.6,136.4,91.2
6,154.8,4550,29.6,141.1,91.2
6.2,160,4542,30.6,145.8,91.1
6.4,165.1,4535,31.7,150.5,91.1
6.6,170.3,4528,32.7,155.1,91.1
6.8,175.4,4520,33.7,159.7,91.1
7,180.6,4513,34.8,164.4,91
