0.2,3.0,2767,0.1,0.2,6.4
0.3,4.5,2763,0.6,1.7,37.4
0.4,6.0,2760,1.1,3.2,52.9
0.5,7.5,2756,1.6,4.7,62.1
0.6,9.0,2752,2.1,6.1,68.2
0.7,10.5,2748,2.6,7.6,72.6
0.8,12.0,2745,3.2,9.1,75.8
0.9,13.5,2741,3.7,10.6,78.2
1.0,15.0,2737,4.2,12.0,80.2
1.1,16.5,2734,4.7,13.5,81.8
1.2,18.0,2730,5.2,14.9,83.0
1.3,19.5,2726,5.7,16.4,84.1
1.4,21.0,2723,6.3,17.9,85.0
1.5,22.5,2719,6.8,19.3,85.8
1.6,24.0,2715,7.3,20.7,86.4
1.7,25.5,2711,7.8,22.2,87.0
1.8,27.0,2708,8.3,23.6,87.4
1.9,28.5,2704,8.8,25.0,87.9
2.0,30.0,2700,9.4,26.5,88.2
2.1,31.5,2697,9.9,27.9,88.5
2.2,33.0,2693,10.4,29.3,88.8
2.3,34.5,2689,10.9,30.7,89.0
2.4,36.0,2686,11.4,32.1,89.2
2.5,37.5,2682,11.9,33.5,89.4
2.6,39.0,2678,12.5,34.9,89.6
2.7,40.5,2674,13.0,36.3,89.7
2.8,42.0,2671,13.5,37.7,89.8
2.9,43.5,2667,14.0,39.1,89.9
3.0,45.0,2663,14.5,40.5,90.0
3.1,46.5,2660,15.0,41.9,90.1
3.2,48.0,2656,15.6,43.3,90.1
3.3,49.5,2652,16.1,44.6,90.2
3.4,51.0,2649,16.6,46.0,90.2
3.5,52.5,2645,17.1,47.4,90.2
3.6,54.0,2641,17.6,48.7,90.2
3.7,55.5,2637,18.1,50.1,90.3
3.8,57.0,2634,18.7,51.4,90.3
3.9,58.5,2630,19.2,52.8,90.2
4.0,60.0,2626,19.7,54.1,90.2
