0.2,2.0,1842,0.3,0.5,27.4
0.3,3.0,1838,0.8,1.5,51.4
0.4,4.0,1835,1.3,2.5,63.3
0.5,5.0,1831,1.8,3.5,70.3
0.6,6.0,1827,2.3,4.5,74.9
0.7,7.0,1824,2.9,5.5,78.2
0.8,8.0,1820,3.4,6.4,80.6
0.9,9.0,1816,3.9,7.4,82.4
1.0,10.0,1813,4.4,8.4,83.8
1.1,11.0,1809,4.9,9.3,84.9
1.2,12.0,1805,5.4,10.3,85.8
1.3,13.0,1801,6.0,11.3,86.5
1.4,14.0,1798,6.5,12.2,87.1
1.5,15.0,1794,7.0,13.1,87.6
1.6,16.0,1790,7.5,14.1,88.0
1.7,17.0,1787,8.0,15.0,88.4
1.8,18.0,1783,8.5,16.0,88.6
1.9,19.0,1779,9.1,16.9,88.9
2.0,20.0,1776,9.6,17.8,89.0
2.1,21.0,1772,10.1,18.7,89.2
2.2,22.0,1768,10.6,19.6,89.3
2.3,23.0,1764,11.1,20.6,89.4
2.4,24.0,1761,11.6,21.5,89.5
2.5,25.0,1757,12.2,22.4,89.5
2.6,26.0,1753,12.7,23.3,89.5
2.7,27.0,1750,13.2,24.2,89.5
2.8,28.0,1746,13.7,25.1,89.5
2.9,29.0,1742,14.2,26.0,89.5
3.0,30.0,1739,14.7,26.8,89.5
