0.4,9.5,4387,0.8,3.5,37.2
0.6,14.3,4380,1.8,8.3,57.9
0.8,19,4372,2.8,13,68.2
1,23.8,4365,3.9,17.7,74.3
1.2,28.6,4357,4.9,22.4,78.3
1.4,33.3,4350,5.9,27,81.1
1.6,38.1,4343,7,31.7,83.2
1.8,42.8,4335,8,36.3,84.8
2,47.6,4328,9,40.9,86
2.2,52.4,4321,10.1,45.5,87
2.4,57.1,4313,11.1,50.1,87.7
2.6,61.9,4306,12.1,54.7,88.4
2.8,66.6,4298,13.2,59.2,88.9
3,71.4,4291,14.2,63.8,89.3
3.2,76.2,4284,15.2,68.3,89.7
3.4,80.9,4276,16.3,72.8,90
3.6,85.7,4269,17.3,77.3,90.2
3.8,90.4,4261,18.3,81.8,90.4
4,95.2,4254,19.4,86.2,90.6
4.2,100,4247,20.4,90.7,90.7
4.4,104.7,4239,21.4,95.1,90.8
4.6,109.5,4232,22.5,99.5,90.9
4.8,114.2,4224,23.5,103.9,91
5,119,4217,24.5,108.3,91
5.2,123.8,4210,25.6,112.6,91
5.4,128.5,4202,26.6,117,91
5.6,133.3,4195,27.6,121.3,91
5.8,138,4187,28.7,125.6,91
6,142.8,4180,29.7,129.9,91
6.2,147.6,4173,30.7,134.2,91
6.4,152.3,4165,31.7,138.5,90.9
6.6,157.1,4158,32.8,142.7,90.9
6.8,161.8,4150,33.8,147,90.8
7,166.6,4143,34.8,151.2,90.7
